,Price_x,INDPRO,CPI,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr,GDP,Rate,BBK_Index,Housing_Index,Recession
0,0.007111375682575291,0.04685559856840249,0.0,1.0,0.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,0.995788206979543,0.9812348668280869,0.0,0.957474226804124,0.0,0.9963592233009709,0.46398008180947437,0.00816083229339537,0
1,0.009874875505134328,0.051139891169381446,0.0011828230437584963,0.9962640099626402,0.0,0.9914582062233067,0.9849578820697955,0.987719298245614,0.986549707602339,0.9982185273159143,0.9939831528279184,0.9769975786924937,0.0,0.9536082474226805,0.0,0.9866504854368934,0.4490888769497816,0.009267240455085313,0
2,0.012196490103373661,0.05585786282959604,0.005914115218792704,0.9937733499377336,0.0,0.9762050030506405,0.9675090252707582,0.9625730994152046,0.9637426900584795,0.9691211401425177,0.9687123947051748,0.9503631961259079,0.0,0.9265463917525775,0.0,1.0000000000000002,0.4225054897499503,0.01015922843040129,0
3,0.01211406591645392,0.05347491052516262,0.009462584350068304,0.9763387297633873,0.0,0.9603416717510677,0.943441636582431,0.9380116959064329,0.9461988304093566,0.9560570071258906,0.9614921780986765,0.9515738498789345,0.0,0.934278350515464,0.00273010696222864,0.9830097087378643,0.39746584383079,0.010395090635412718,0
4,0.0054102320469817805,0.05864253889416404,0.015968111090740256,0.957658779576588,0.0,0.9395973154362416,0.9277978339350181,0.9309941520467836,0.943859649122807,0.9714964370546315,0.9855595667870038,0.9878934624697334,0.0,0.9858247422680414,0.00273010696222864,0.9805825242718449,0.37358388321644037,0.010047729933486793,1
5,0.0018980458599017758,0.05909676064567959,0.02129081478765371,0.9464508094645082,0.0,0.9359365466748016,0.9265944645006018,0.9298245614035088,0.9473684210526315,0.9762470308788598,1.0000000000000002,0.9999999999999999,0.0,1.0,0.00273010696222864,0.9890776699029127,0.3884361516967158,0.008971340597889232,1
6,0.0,0.05019492732451969,0.026613518484567167,0.9196762141967622,0.0,0.9139719341061623,0.904332129963899,0.908187134502924,0.9239766081871342,0.9548693586698336,0.9777376654632977,0.9782082324455202,0.0,0.9768041237113404,0.0022155357200557835,0.9781553398058254,0.4039036964671394,0.007616205020005318,1
7,0.0018705711309285333,0.0324163684172083,0.0283877530502048,0.9072229140722292,0.0,0.8962782184258694,0.8754512635379063,0.8760233918128655,0.883625730994152,0.9192399049881234,0.9368231046931411,0.9364406779661015,0.0,0.934278350515464,0.0022155357200557835,0.9417475728155341,0.44570612113348257,0.00533906264071321,1
8,0.0049523198974276705,0.0225284858666277,0.03134481065960115,0.8717310087173101,0.0,0.8541793776693105,0.841756919374248,0.839766081871345,0.8532163742690058,0.8853919239904986,0.9055354993983155,0.9013317191283292,0.0,0.898840206185567,0.0022155357200557835,0.8810679611650487,0.47139065447806944,0.0035851055161736367,1
9,0.004205923093654473,0.01794518296691261,0.034301868268997504,0.7920298879202989,0.0,0.7943868212324587,0.7894103489771361,0.8210526315789474,0.8444444444444443,0.8800475059382421,0.8989169675090254,0.9007263922518158,0.0,0.89819587628866,0.0037243599007312778,0.8325242718446604,0.49264488784783866,0.0017024962798097287,1
