Date,Open,High,Low,Close,Adj Close,Volume
1999-06-21,0.035156,0.035938,0.034212,0.035938,0.032963,83472000
1999-06-22,0.035938,0.035938,0.034505,0.035286,0.032365,193056000
1999-06-23,0.034896,0.035938,0.034505,0.035938,0.032963,210912000
1999-06-24,0.036198,0.036198,0.034896,0.035156,0.032246,115200000
1999-06-25,0.034896,0.036068,0.034896,0.035677,0.032724,73536000
1999-06-28,0.036849,0.036849,0.035417,0.036198,0.033202,109152000
1999-06-29,0.036719,0.037109,0.036198,0.036589,0.033560,92688000
1999-06-30,0.037760,0.039844,0.036979,0.039844,0.036546,269232000
1999-07-01,0.039844,0.039844,0.035677,0.037760,0.034634,88992000
1999-07-02,0.038281,0.040495,0.037500,0.040495,0.037143,224880000
1999-07-06,0.040885,0.040885,0.040104,0.040625,0.037262,198096000
1999-07-07,0.040885,0.040885,0.039844,0.039844,0.036546,63120000
1999-07-08,0.040104,0.041406,0.038802,0.040755,0.037382,186048000
1999-07-09,0.040625,0.044531,0.040625,0.044206,0.040547,211728000
1999-07-12,0.046875,0.048177,0.045052,0.046224,0.042398,401040000
1999-07-13,0.046745,0.047005,0.044271,0.046354,0.042517,138864000
1999-07-14,0.046354,0.047396,0.044271,0.044531,0.040845,137952000
1999-07-15,0.044922,0.046354,0.044792,0.044792,0.041084,137040000
1999-07-16,0.045573,0.046094,0.044792,0.045703,0.041920,103872000
1999-07-19,0.045833,0.045964,0.044271,0.044531,0.040845,43632000
1999-07-20,0.044531,0.044531,0.042188,0.043750,0.040129,178752000
1999-07-21,0.043229,0.043229,0.041146,0.042448,0.038934,112080000
1999-07-22,0.042188,0.042188,0.040104,0.040495,0.037143,213264000
1999-07-23,0.040365,0.041667,0.040365,0.040495,0.037143,80256000
1999-07-26,0.041536,0.041536,0.040625,0.040625,0.037262,60528000
1999-07-27,0.040625,0.040885,0.040104,0.040755,0.037382,98592000
1999-07-28,0.040625,0.041927,0.040495,0.041406,0.037979,244224000
1999-07-29,0.040625,0.041927,0.040365,0.041797,0.038337,388800000
1999-07-30,0.041797,0.042969,0.041667,0.041927,0.038457,452304000
1999-08-02,0.041927,0.042448,0.041667,0.042318,0.038815,313344000
1999-08-03,0.042318,0.042318,0.040885,0.041276,0.037859,255216000
1999-08-04,0.041536,0.041667,0.041146,0.041276,0.037859,89952000
1999-08-05,0.041276,0.041927,0.040625,0.041927,0.038457,240576000
1999-08-06,0.041797,0.042057,0.041667,0.041927,0.038457,183984000
1999-08-09,0.042057,0.042448,0.041667,0.041927,0.038457,31056000
1999-08-10,0.042188,0.044531,0.041927,0.042708,0.039173,212064000
1999-08-11,0.043490,0.046094,0.042969,0.045573,0.041801,197712000
1999-08-12,0.045833,0.048958,0.045573,0.047786,0.043831,239616000
1999-08-13,0.047396,0.048307,0.046875,0.047266,0.043354,84672000
1999-08-16,0.047656,0.047656,0.043880,0.045443,0.041682,223440000
1999-08-17,0.045573,0.046354,0.044401,0.045573,0.041801,193536000
1999-08-18,0.045052,0.047135,0.044141,0.046615,0.042757,279888000
1999-08-19,0.049870,0.059115,0.048177,0.056510,0.051832,1966992000
1999-08-20,0.056641,0.057031,0.053906,0.055990,0.051356,353088000
1999-08-23,0.055208,0.055208,0.050781,0.052604,0.048250,507984000
1999-08-24,0.051823,0.052865,0.049219,0.052344,0.048011,398064000
1999-08-25,0.052474,0.052995,0.050000,0.052083,0.047772,350352000
1999-08-26,0.052083,0.052865,0.050521,0.051302,0.047056,275376000
1999-08-27,0.052344,0.056250,0.052083,0.054167,0.049683,552384000
1999-08-30,0.055078,0.056120,0.051693,0.053971,0.049504,158640000
1999-08-31,0.054167,0.058854,0.053125,0.058594,0.053744,786864000
1999-09-01,0.058594,0.058594,0.054948,0.055859,0.051235,565344000
1999-09-02,0.054036,0.055469,0.052865,0.055208,0.050638,341088000
1999-09-03,0.056250,0.057031,0.055208,0.055599,0.050997,258864000
1999-09-07,0.056510,0.056510,0.055078,0.055339,0.050758,124416000
1999-09-08,0.055469,0.055859,0.055208,0.055208,0.050638,170064000
1999-09-09,0.055729,0.056120,0.053385,0.054427,0.049922,209472000
1999-09-10,0.055339,0.055990,0.054948,0.055208,0.050638,167424000
1999-09-13,0.055469,0.055469,0.052865,0.053385,0.048966,174432000
1999-09-14,0.053385,0.053385,0.051563,0.051823,0.047533,250368000
1999-09-15,0.051172,0.052865,0.050781,0.052214,0.047892,212736000
1999-09-16,0.051563,0.052083,0.050260,0.050911,0.046697,158112000
1999-09-17,0.050586,0.051042,0.048958,0.050781,0.046578,171648000
1999-09-20,0.049870,0.050521,0.048958,0.048958,0.044906,229104000
1999-09-21,0.047917,0.048177,0.043620,0.044271,0.040607,737328000
1999-09-22,0.044271,0.045573,0.041667,0.045313,0.041562,375984000
1999-09-23,0.045443,0.045573,0.041146,0.041536,0.038098,379584000
1999-09-24,0.041667,0.042708,0.034896,0.037760,0.034634,684912000
1999-09-27,0.040234,0.040885,0.037760,0.040104,0.036784,432000000
1999-09-28,0.040169,0.044271,0.040104,0.043750,0.040129,413184000
1999-09-29,0.044661,0.046354,0.039583,0.040234,0.036904,594048000
1999-09-30,0.041667,0.042969,0.039583,0.040104,0.036784,342528000
1999-10-01,0.039453,0.040885,0.037760,0.039844,0.036546,347760000
1999-10-04,0.041146,0.041276,0.040104,0.040625,0.037262,177600000
1999-10-05,0.040625,0.044792,0.040625,0.044531,0.040845,478080000
1999-10-06,0.044661,0.052083,0.044271,0.049870,0.045742,1508736000
1999-10-07,0.051953,0.051953,0.046354,0.046615,0.042757,487296000
1999-10-08,0.046615,0.050391,0.044792,0.048958,0.044906,398928000
1999-10-11,0.049349,0.049479,0.046354,0.047656,0.043711,544464000
1999-10-12,0.047917,0.048438,0.046875,0.047005,0.043114,322992000
1999-10-13,0.046484,0.046484,0.044792,0.045703,0.041920,280368000
1999-10-14,0.045833,0.045833,0.044271,0.044792,0.041084,192336000
1999-10-15,0.042578,0.044792,0.042448,0.044531,0.040845,210720000
1999-10-18,0.044661,0.044661,0.041927,0.042188,0.038696,215184000
1999-10-19,0.043490,0.043490,0.039714,0.040495,0.037143,308928000
1999-10-20,0.041146,0.042448,0.040495,0.041927,0.038457,348720000
1999-10-21,0.041797,0.043880,0.040625,0.043880,0.040248,382128000
1999-10-22,0.043750,0.046224,0.043750,0.044922,0.041204,286752000
1999-10-25,0.044661,0.045313,0.042708,0.042708,0.039173,213840000
1999-10-26,0.044531,0.048438,0.044271,0.046875,0.042995,481248000
1999-10-27,0.047135,0.047396,0.044010,0.044792,0.041084,214128000
1999-10-28,0.045052,0.045833,0.042448,0.042708,0.039173,222768000
1999-10-29,0.043229,0.046875,0.042969,0.046094,0.042279,330528000
1999-11-01,0.045313,0.050781,0.045313,0.048958,0.044906,782544000
1999-11-02,0.049870,0.052344,0.049479,0.052083,0.047772,837504000
1999-11-03,0.054167,0.058594,0.053776,0.057161,0.052430,2011680000
1999-11-04,0.057813,0.062370,0.057813,0.060807,0.055774,1260336000
1999-11-05,0.062500,0.063021,0.055990,0.058854,0.053982,616368000
1999-11-08,0.057031,0.062240,0.055208,0.060547,0.055535,470016000
1999-11-09,0.060417,0.060677,0.057292,0.059635,0.054699,272352000
1999-11-10,0.059831,0.059896,0.057943,0.059115,0.054222,144048000
1999-11-11,0.059115,0.066406,0.057813,0.063281,0.058043,562704000
1999-11-12,0.066016,0.066667,0.062240,0.066667,0.061149,501504000
1999-11-15,0.067122,0.069141,0.064323,0.065365,0.059955,362208000
1999-11-16,0.066927,0.072917,0.066667,0.071615,0.065687,723792000
1999-11-17,0.072917,0.078125,0.071875,0.074349,0.068195,786384000
1999-11-18,0.075911,0.076563,0.073958,0.074609,0.068433,235968000
1999-11-19,0.083594,0.092448,0.083333,0.089323,0.081929,2165184000
1999-11-22,0.091602,0.091667,0.083854,0.089193,0.081810,540192000
1999-11-23,0.080078,0.083724,0.079167,0.082813,0.075958,553248000
1999-11-24,0.082422,0.083333,0.074089,0.080208,0.073569,406848000
1999-11-26,0.079427,0.080208,0.077083,0.079688,0.073092,71760000
1999-11-29,0.079427,0.080469,0.075000,0.076823,0.070464,298608000
1999-11-30,0.077083,0.078385,0.072135,0.072135,0.066164,314688000
1999-12-01,0.072135,0.076823,0.072135,0.075781,0.069508,223536000
1999-12-02,0.076042,0.082422,0.076042,0.081380,0.074644,309888000
1999-12-03,0.082161,0.083594,0.078385,0.079427,0.072853,342768000
1999-12-06,0.079688,0.082031,0.079688,0.081641,0.074883,178608000
1999-12-07,0.082292,0.082422,0.075781,0.078906,0.072375,186384000
1999-12-08,0.078646,0.083203,0.078385,0.082422,0.075600,201696000
1999-12-09,0.082292,0.084375,0.077083,0.079948,0.073330,214944000
1999-12-10,0.081380,0.081771,0.077604,0.079036,0.072494,98304000
1999-12-13,0.078125,0.080859,0.077083,0.078776,0.072255,183840000
1999-12-14,0.078906,0.080859,0.076693,0.077474,0.071061,273888000
1999-12-15,0.076953,0.077344,0.073177,0.075000,0.068792,205968000
1999-12-16,0.075391,0.076563,0.074219,0.074479,0.068314,132576000
1999-12-17,0.076563,0.079557,0.076172,0.078385,0.071897,262080000
1999-12-20,0.078516,0.086426,0.075781,0.084896,0.077869,402432000
1999-12-21,0.084896,0.088672,0.081771,0.088542,0.081213,388368000
1999-12-22,0.088802,0.091667,0.085417,0.090625,0.083124,251184000
1999-12-23,0.090755,0.096875,0.090365,0.096615,0.088618,280224000
1999-12-27,0.098698,0.098828,0.091927,0.092969,0.085274,202416000
1999-12-28,0.092969,0.096354,0.092448,0.092708,0.085034,179184000
1999-12-29,0.092513,0.096875,0.092448,0.095833,0.087901,132144000
1999-12-30,0.095833,0.097266,0.094271,0.096615,0.088618,139776000
1999-12-31,0.096419,0.097917,0.096094,0.097786,0.089692,127344000
2000-01-03,0.098438,0.099219,0.091927,0.097526,0.089453,300912000
2000-01-04,0.095833,0.096094,0.090104,0.094922,0.087065,300480000
2000-01-05,0.092188,0.093750,0.090495,0.091797,0.084199,188352000
2000-01-06,0.091797,0.091797,0.082292,0.085807,0.078704,120480000
2000-01-07,0.085417,0.088151,0.084115,0.087240,0.080019,71184000
2000-01-10,0.087500,0.093750,0.085938,0.090104,0.082646,239856000
2000-01-11,0.089583,0.090625,0.086458,0.086458,0.079302,148128000
2000-01-12,0.086458,0.086589,0.083073,0.084245,0.077272,123552000
2000-01-13,0.084115,0.088542,0.083073,0.087760,0.080496,132192000
2000-01-14,0.089063,0.095182,0.088802,0.091536,0.083959,604560000
2000-01-18,0.092708,0.095833,0.088542,0.095443,0.087543,261648000
2000-01-19,0.095833,0.095833,0.093750,0.094531,0.086706,164688000
2000-01-20,0.095313,0.100521,0.093490,0.094271,0.086468,179568000
2000-01-21,0.094010,0.094401,0.090885,0.093229,0.085512,544272000
2000-01-24,0.096224,0.096224,0.088542,0.089063,0.081691,256944000
2000-01-25,0.089453,0.090365,0.085417,0.088281,0.080974,237120000
2000-01-26,0.088281,0.090625,0.083073,0.084635,0.077629,232464000
2000-01-27,0.085286,0.085286,0.077083,0.080208,0.073569,458208000
2000-01-28,0.079167,0.079688,0.074740,0.077865,0.071420,194448000
2000-01-31,0.078255,0.079948,0.072917,0.077214,0.070823,182400000
2000-02-01,0.077344,0.079688,0.074479,0.079036,0.072494,92976000
2000-02-02,0.079427,0.082813,0.079036,0.081250,0.074525,149040000
2000-02-03,0.083854,0.085547,0.082031,0.082552,0.075719,108240000
2000-02-04,0.085156,0.085156,0.082813,0.084505,0.077510,123696000
2000-02-07,0.084896,0.084896,0.079167,0.079297,0.072733,217488000
2000-02-08,0.081250,0.085938,0.079167,0.083073,0.076197,468816000
2000-02-09,0.086198,0.087630,0.085026,0.085156,0.078107,589056000
2000-02-10,0.090365,0.104167,0.090365,0.102604,0.094111,970080000
2000-02-11,0.107682,0.107813,0.096615,0.104167,0.095545,423792000
2000-02-14,0.104427,0.120833,0.103385,0.120833,0.110831,650112000
2000-02-15,0.121094,0.121224,0.111198,0.116146,0.106532,450480000
2000-02-16,0.117448,0.125521,0.116146,0.121484,0.111428,1019568000
2000-02-17,0.121354,0.126563,0.119531,0.125781,0.115370,535776000
2000-02-18,0.123958,0.142188,0.123047,0.140365,0.128747,960864000
2000-02-22,0.135938,0.137760,0.131250,0.136458,0.125163,542496000
2000-02-23,0.134896,0.138672,0.133203,0.137240,0.125880,511392000
2000-02-24,0.138021,0.138932,0.130208,0.135938,0.124686,244320000
2000-02-25,0.136068,0.136068,0.121875,0.127474,0.116923,278736000
2000-02-28,0.126823,0.128125,0.124479,0.126563,0.116087,517872000
2000-02-29,0.125781,0.134896,0.125781,0.133333,0.122297,306048000
2000-03-01,0.133333,0.133333,0.127344,0.129427,0.118714,383568000
2000-03-02,0.130469,0.130469,0.120313,0.120703,0.110712,191040000
2000-03-03,0.120833,0.123958,0.119792,0.122656,0.112503,273696000
2000-03-06,0.123438,0.132813,0.120833,0.121875,0.111787,432096000
2000-03-07,0.156250,0.181771,0.149479,0.173568,0.159201,1952208000
2000-03-08,0.173470,0.176563,0.160938,0.175000,0.160515,668736000
2000-03-09,0.177083,0.225000,0.176563,0.208952,0.191656,952944000
2000-03-10,0.219792,0.302083,0.218229,0.245833,0.225485,2161200000
2000-03-13,0.222917,0.312500,0.220833,0.310938,0.285201,2415168000
2000-03-14,0.309245,0.309245,0.225000,0.229427,0.210437,1567776000
2000-03-15,0.245866,0.252214,0.212500,0.220052,0.201838,995616000
2000-03-16,0.227083,0.234896,0.192969,0.196191,0.179952,750384000
2000-03-17,0.191667,0.222917,0.191634,0.208073,0.190850,557616000
2000-03-20,0.216276,0.223177,0.201302,0.207943,0.190731,365280000
2000-03-21,0.208333,0.210156,0.181250,0.197656,0.181295,536640000
2000-03-22,0.199219,0.205208,0.195833,0.199089,0.182610,230592000
2000-03-23,0.197266,0.213542,0.196875,0.202604,0.185834,309408000
2000-03-24,0.201302,0.210417,0.187500,0.194141,0.178071,231600000
2000-03-27,0.193750,0.200000,0.179688,0.181380,0.166367,388944000
2000-03-28,0.175130,0.177083,0.164583,0.167839,0.153946,393312000
2000-03-29,0.168490,0.172396,0.150000,0.156771,0.143795,469440000
2000-03-30,0.152083,0.170313,0.146875,0.155859,0.142958,361920000
2000-03-31,0.166504,0.183073,0.163542,0.176009,0.161440,962976000
2000-04-03,0.174414,0.175000,0.157682,0.162240,0.148811,329952000
2000-04-04,0.170833,0.173698,0.118750,0.156250,0.143317,513792000
2000-04-05,0.157813,0.203125,0.149740,0.191016,0.175205,639600000
2000-04-06,0.199870,0.210026,0.190365,0.199870,0.183326,404592000
2000-04-07,0.209896,0.218750,0.201042,0.213672,0.195986,318576000
2000-04-10,0.217318,0.229948,0.190755,0.194792,0.178668,395280000
2000-04-11,0.181217,0.197917,0.166667,0.183203,0.168039,457584000
2000-04-12,0.183464,0.187500,0.163542,0.164193,0.150602,313440000
2000-04-13,0.165495,0.171354,0.154427,0.157161,0.144152,313296000
2000-04-14,0.147135,0.158464,0.136458,0.143327,0.131463,421920000
2000-04-17,0.131250,0.156250,0.131250,0.150651,0.138181,294096000
2000-04-18,0.165820,0.186979,0.160938,0.177344,0.162665,477504000
2000-04-19,0.182943,0.185417,0.166667,0.168880,0.154901,278352000
2000-04-20,0.173438,0.176693,0.165625,0.167969,0.154066,153936000
2000-04-24,0.158333,0.165365,0.151302,0.159635,0.146422,205968000
2000-04-25,0.166797,0.182292,0.166406,0.177083,0.162425,249696000
2000-04-26,0.189453,0.193750,0.175000,0.175260,0.160753,254112000
2000-04-27,0.163542,0.191406,0.162630,0.189583,0.173891,280992000
2000-04-28,0.192578,0.200000,0.185677,0.185677,0.170308,179040000
2000-05-01,0.192708,0.196875,0.187109,0.191667,0.175802,119424000
2000-05-02,0.191667,0.202865,0.178906,0.184245,0.168994,234000000
2000-05-03,0.183073,0.189063,0.166667,0.181250,0.166247,329184000
2000-05-04,0.180859,0.191146,0.179297,0.183464,0.168278,241200000
2000-05-05,0.182682,0.196354,0.180208,0.191927,0.176041,170592000
2000-05-08,0.186979,0.193750,0.184635,0.184896,0.169592,185136000
2000-05-09,0.188021,0.189583,0.177083,0.182292,0.167203,176832000
2000-05-10,0.180469,0.180599,0.162760,0.164323,0.150721,274080000
2000-05-11,0.166667,0.174349,0.164453,0.171354,0.157170,245904000
2000-05-12,0.176042,0.185417,0.166146,0.166146,0.152394,187824000
2000-05-15,0.165365,0.180469,0.157292,0.177604,0.162903,282096000
2000-05-16,0.185417,0.201432,0.183333,0.195833,0.179623,366432000
2000-05-17,0.206250,0.238802,0.206120,0.230208,0.211153,1290624000
2000-05-18,0.231510,0.235286,0.213151,0.214583,0.196821,509904000
2000-05-19,0.208333,0.219792,0.206771,0.212760,0.195149,521184000
2000-05-22,0.210417,0.226563,0.191797,0.226563,0.207810,517152000
2000-05-23,0.220833,0.245703,0.217188,0.224740,0.206138,778560000
2000-05-24,0.224479,0.228125,0.192188,0.221875,0.203510,739632000
2000-05-25,0.225130,0.238542,0.216016,0.218750,0.200643,569184000
2000-05-26,0.219857,0.225911,0.206250,0.219857,0.201659,183456000
2000-05-30,0.225781,0.234635,0.224740,0.228906,0.209959,303648000
2000-05-31,0.228125,0.241667,0.228125,0.237760,0.218080,469536000
2000-06-01,0.244792,0.247005,0.238281,0.244401,0.224171,418992000
2000-06-02,0.249479,0.277083,0.249479,0.274089,0.251402,592176000
2000-06-05,0.273698,0.293750,0.262760,0.279980,0.256805,491904000
2000-06-06,0.280990,0.291406,0.264583,0.266016,0.243997,375888000
2000-06-07,0.264063,0.266276,0.250260,0.254167,0.233129,332352000
2000-06-08,0.260677,0.260938,0.245833,0.256120,0.234920,460704000
2000-06-09,0.260938,0.275000,0.257031,0.263411,0.241608,467280000
2000-06-12,0.264583,0.266797,0.250521,0.256380,0.235159,380016000
2000-06-13,0.249219,0.264583,0.247917,0.264453,0.242563,447840000
2000-06-14,0.269401,0.270833,0.260710,0.264193,0.242325,275088000
2000-06-15,0.263411,0.271094,0.249219,0.271094,0.248655,338592000
2000-06-16,0.270117,0.312500,0.270052,0.311979,0.286155,987840000
2000-06-19,0.311198,0.356771,0.303385,0.331510,0.304070,1052160000
2000-06-20,0.337240,0.341146,0.322917,0.327083,0.300009,610272000
2000-06-21,0.322005,0.366667,0.322005,0.360286,0.330464,614880000
2000-06-22,0.358724,0.366146,0.337240,0.340625,0.312430,614352000
2000-06-23,0.331510,0.335677,0.308333,0.308464,0.282932,607392000
2000-06-26,0.314583,0.347656,0.309635,0.345703,0.317088,618288000
2000-06-27,0.342708,0.348438,0.287760,0.296875,0.272302,604608000
2000-06-28,0.303125,0.314583,0.277083,0.285417,0.261792,586608000
2000-06-29,0.280469,0.280469,0.239583,0.244271,0.224052,1184880000
2000-06-30,0.255729,0.269271,0.243229,0.264844,0.242922,1209192000
2000-07-03,0.266667,0.275000,0.252083,0.254688,0.233607,232680000
2000-07-05,0.253646,0.254167,0.219792,0.227344,0.208526,777936000
2000-07-06,0.227604,0.249479,0.222135,0.241146,0.221186,603936000
2000-07-07,0.250000,0.254167,0.237500,0.242448,0.222380,346560000
2000-07-10,0.238281,0.260938,0.235938,0.254948,0.233845,351264000
2000-07-11,0.251563,0.288542,0.248698,0.275521,0.252715,755304000
2000-07-12,0.286979,0.297656,0.277865,0.283333,0.259881,388152000
2000-07-13,0.289323,0.311458,0.288802,0.309896,0.284245,458736000
2000-07-14,0.316146,0.322135,0.300000,0.307552,0.282095,280200000
2000-07-17,0.312240,0.312500,0.303125,0.304167,0.278990,105552000
2000-07-18,0.287500,0.312500,0.287500,0.298177,0.273496,183672000
2000-07-19,0.287500,0.289583,0.273177,0.279167,0.256059,189504000
2000-07-20,0.278906,0.293750,0.278125,0.286719,0.262986,142992000
2000-07-21,0.287500,0.295833,0.283333,0.290365,0.266331,251928000
2000-07-24,0.290625,0.292708,0.254167,0.265625,0.243638,281112000
2000-07-25,0.269792,0.271875,0.255208,0.255729,0.234562,335304000
2000-07-26,0.255729,0.255729,0.229688,0.236719,0.217125,380064000
2000-07-27,0.229167,0.232292,0.216667,0.219792,0.201599,331560000
2000-07-28,0.220833,0.241406,0.208333,0.225000,0.206376,512664000
2000-07-31,0.237500,0.250521,0.225000,0.250000,0.229307,371232000
2000-08-01,0.250000,0.252083,0.243229,0.245052,0.224768,350616000
2000-08-02,0.241667,0.254036,0.237760,0.250000,0.229307,345432000
